V1	V2	V3	V4	V5	V6
0.239247381178479	0.824072933243952	1.6681415673699	2.19704197339667	0.404910934067488	-0.0310392160515425
-3.4908347007151	-2.87380922661165	-3.07934395362485	-2.59271726970796	0.601926363227172	0.180256226927988
0.00148485012740518	0.678781457439214	1.53789667177814	2.06522863908459	0.212460669532913	-0.27771649466859
-2.17056578915435	-1.51166299610396	-0.336555667154464	0.186133851185319	-0.519824924412995	-0.985029758706744
-0.803551025444909	-0.096346187930249	-0.207615629488271	0.27620962896599	1.1292928065428	0.666143418000003
-0.773830494364755	-0.139411903713883	-1.91343752081087	-1.35417643061934	1.24489183718198	0.717500057095279
-1.44769657572886	-0.787238308127241	0.12219219611653	0.615757676087311	-0.160228664211662	-0.648033201632268
-0.669425208619579	-0.00997208234218228	1.17612047654352	1.6900521250557	0.543705063676193	0.0456654419968421
-0.220363949985841	0.543705811462424	-2.67207000408423	-2.22225578794225	-2.22589122922764	-2.55526067628778
-1.14743306186381	-0.57988982805816	0.279293790510604	0.761929304775381	0.282222935981383	-0.223537598859756
-0.941095892640051	-0.237265644304726	0.155897444982988	0.658190199979673	0.379590590666727	-0.0555086636414689
0.455233893057918	1.06831654950697	1.14069723951882	1.67570850640192	0.13112922546548	-0.372056713083653
-1.32255695387021	-0.581273562235566	0.0469915352330143	0.57272256436557	-0.72292523737972	-1.10016174291743
-0.990029936943941	-0.397917512378354	-0.425138339249267	0.0766513374809961	-0.86120943198521	-1.25131679465828
-0.317249194489507	0.347615504194843	0.741850043252137	1.2605574610257	-0.0304357927056176	-0.490986648800942
-1.75481607103331	-1.20513946329491	0.0173448641524684	0.486354183834634	-0.393550328003404	-0.897535986551736
-1.62864335914222	-1.05557026964466	-0.754121468141928	-0.222931695401456	0.759985764813057	0.276215103055618
0.50300528599663	1.18010925129488	1.81736338967005	2.31108615993839	0.547746288064112	0.170135129035871
0.632781537686887	1.33133396014172	1.13990639686406	1.67859766519325	0.644596625180767	0.210389996339304
-0.851840607803167	-0.256914770657416	-0.0166483168989926	0.46844644769537	-0.0563656127795869	-0.498456974789459
0.439576780028624	1.07280815772792	0.00454705712327679	0.517726341739252	0.440568687420435	-0.0494779949043281
-0.972858878601015	-0.3687532859794	0.0343484152200346	0.560854788078118	0.247827099696306	-0.221556409116217
0.437397953152595	1.15247465159565	-1.34579796707966	-0.836759883185142	0.507366456586383	0.102971822193726
-0.647532998934019	0.00157426906814739	1.66757337365124	2.20612485049827	1.66790639769148	1.18593432974323
-1.03723614780098	-0.253429161734908	3.02922794348073	3.46824437652939	1.29727104780721	0.963790876923134
-1.93938683013896	-1.24555523345017	-0.0306599648759355	0.4697915556122	0.153021071816975	-0.373348593764484
0.0311534821317125	0.661972560812931	-1.53389529311072	-0.991607522708498	3.03255252975141	2.6055017223087
-1.24776856976475	-0.665094375799869	-0.354430016239603	0.156610189369806	-0.0345253915582797	-0.518333398054489
0.188907303597485	0.887500391021359	0.204496262889791	0.666646643828823	1.63008699749251	1.15985700856252
0.619084392351154	1.22485558081013	-0.15868744673024	0.353873319459671	0.858826896783993	0.448448691008826
0.243089482198574	0.987851661557176	-0.814676805742005	-0.310122009231057	0.729692356025119	0.260479614073419
1.45572016933545	2.00426435680457	1.30882480191078	1.47452178945374	1.08309582205846	0.383466970876343
1.30119039425688	2.10452211715559	0.804493894948385	1.21394856503973	0.762081235507134	0.67320161525719
-0.350843746385567	0.349490090838148	2.82271209351561	3.29572442816977	2.43818522335313	2.12787104302306
-0.723073974162976	-0.00881078981981609	-2.66776419003412	-2.19317361933415	-1.89569516007615	-2.43235187332711
-0.470091778621339	0.0530941241954224	3.04961713403791	3.18622477241052	1.26134999472824	0.471158880956078
1.38907404208345	2.15509524377045	3.1564217419774	3.71641351405936	1.32937451497099	0.8685755853481
-0.237466660835574	0.435845259419134	2.53307212713415	3.00279710514111	0.726353814000456	0.371478604505734
0.306540675357995	0.905041892612076	1.58159970666712	2.11413209880786	1.11185463334296	0.615600248811292
0.617968281363867	1.28733142413948	2.62345010075162	3.10068321348785	3.61486639655343	3.06872761768336
0.339791358786936	1.04174613521516	-1.43979310406654	-0.975531551170649	1.4151996956989	0.973170517491397
0.110451593545226	0.810776658011244	0.881234593170479	1.31373930556871	0.737691835744094	0.313134652134105
0.693947195002118	1.26157389581739	0.273986610663179	0.764138913951108	2.29030799585777	1.90456569644937
-0.728082265961339	0.0259460835723299	-1.73301951178542	-1.27892209354087	-0.520633303114879	-0.975127656871276
-1.20200723294032	-0.513188271235404	-1.70287698110014	-1.25682725802087	-1.36540099895437	-1.83503119161308
-0.58641526881951	0.0382976303615346	-1.20439105002854	-0.666408163414249	-0.937044878958511	-1.47620208910182
0.238159362671899	0.72349595103801	1.70974582898297	1.89317420715564	0.288432411154873	-0.46107455213628
-0.186848872369285	0.534037353016963	2.32492261465764	2.82067010220031	1.62576405184511	1.13559293098877
-0.0803125473517614	0.678208883762763	-0.0798375116810415	0.409660347277793	0.347352164640058	-0.0777078466642514
-0.116944346684874	0.447284144182164	0.829770525246422	1.37743504033824	1.13751159600283	0.610193421771178
0.11475636317249	0.150141899939109	-0.743162281776265	-1.67015301105175	0.0472436738099764	0.470318186279563
0.375187873839678	0.388659083858074	-0.839200474452847	-1.70265010382667	-0.842724875157175	-0.45743499176814
-0.827875320350651	-0.72456757026642	-0.178200171540315	-1.04391490956731	0.524436502370393	0.861760275209198
0.209633279941042	0.179154105203954	0.375477964420955	-0.507697104833368	0.534165332312579	0.95538723242186
-0.694235257126536	-0.714101576197538	-0.187599428360008	-0.913737835085138	0.0580220933070465	0.463688851967818
-0.423748865292379	-0.424600462591549	-0.922185595379845	-1.69759300628395	-1.3762635015066	-1.03160558592158
-0.363459412675503	-0.332119177265834	0.64530321248521	-0.239823774974375	1.1881016660061	1.63021025028292
0.301795671631506	0.334648361822923	0.444563311877224	-0.452351661915757	1.17672052541851	1.57891852234052
0.0453830673381277	0.0674803359977068	0.148445985620048	-0.753960619408892	-0.634511867761414	-0.337818763887575
0.249080823375587	0.247242714258541	0.623069836098157	-0.287327785837877	0.341150391744354	0.767239466431389
-0.167813605683833	-0.133803645548338	0.492003634371584	-0.273474240314618	0.186241745036506	0.437939641804545
-0.92471848819845	-0.934353330649365	1.08155878335381	0.218238087210463	0.573000180468186	0.959749077337201
-0.157678868999667	-0.115320881701099	0.12553113422881	-0.678643859836309	0.419504741789346	0.699293197498013
0.0322392154182094	0.0775688290371232	0.100671518908334	-0.750101963042276	1.84896269737944	2.30579695731526
0.125495136829088	0.245728651824375	0.673093953783235	-0.162446105295914	-0.397025339967199	-0.15958286166702
0.132896926631522	0.10724748804503	-0.348249112096087	-1.22333784394786	-0.123138853430365	0.308928506267135
0.304377853762519	0.360348578939226	0.556281612672379	-0.260628502180646	0.247963237014479	0.589872211829509
-0.443615671373329	-0.445482538936889	0.903220171842188	-0.0270643817390614	2.79623579156925	3.2343739415498
0.195527487411292	0.17666638303117	-0.910454526431328	-1.74623040955178	0.164027577268561	0.610183517663086
-0.765175383271549	-0.681287355831574	0.551002271721049	-0.331415277538261	1.33561874273988	1.75068881710695
-0.274345786943481	-0.22548436255916	0.274177201782164	-0.589780639742668	0.440538447355838	0.815377475868613
-0.590874783886342	-0.564692857338736	0.336163794524006	-0.425769775083681	-1.08084667362363	-0.648979935286918
0.447162419263156	0.475124546272311	0.0561205880229025	-0.908472814407796	0.565589459395398	1.0571408169337
-0.568874937692204	-0.494747722173195	-0.457093236873653	-1.28461629129082	-0.197451367222274	0.166044464972115
-0.954113635715793	-0.974686816269972	-0.0658002977037934	-0.869518320646029	-0.211892261775585	0.117773026118707
-0.166718031198291	-0.194413171698458	-0.220859993132216	-1.06081824568036	-0.345136424581742	0.0574568702642873
0.322902025605909	0.329846687821354	0.388822405045965	-0.497282956411265	0.0590042035428821	0.440168899762132
-0.925211542740261	-0.883704165505622	0.543897568068853	-0.275981360878238	-0.351033797966432	-0.0895620105113939
-0.747653548676948	-0.735720073808695	0.333912869743633	-0.412827639570951	0.66861576124585	1.05321882496195
-0.429605706416588	-0.426683025445656	0.177948864749676	-0.697059674999365	1.09941124026518	1.58896902067798
-0.128649684833504	-0.0680338952841395	0.563175010264997	-0.238098573960663	0.455394477443626	0.777657811425663
0.0821129379503414	0.0997126876458569	0.0475470907922439	-0.858968655537856	1.56790521372117	2.01526600667448
-0.479879315114043	-0.434493970524034	-0.453262837262551	-1.34740594604202	-0.868544474583472	-0.489935797681769
-0.10275664272743	-0.0476625053560149	0.0718744193520491	-0.724069202542603	1.09054620493721	1.36708979855175
-0.0431780080164118	-0.0507631464514852	1.07670960387893	0.182392407681222	0.133229157351045	0.59146212576932
-0.165942341375412	-0.129927958794749	0.759143149991911	-0.0938913537399079	-0.511748334470231	-0.165924434390184
-0.0993209184566681	-0.109661072186184	0.164218895173932	-0.655908628719976	-0.00234645313025466	0.421192055545505
-0.965071728184837	-0.953498319623274	-0.668055152589447	-1.47979700607796	-1.68939800920459	-1.38512400212437
0.130864042002929	0.120297032837081	0.42575502996853	-0.483255517000746	0.75846466000534	1.1263859561564
-0.776031567900311	-0.768393135123763	-0.817939794252983	-1.65392807081481	-0.74953126637003	-0.391186509528906
0.141576187359947	0.132310290218573	0.381323922953808	-0.430822710337489	1.51225492332102	1.8717204692797
0.257026380383711	0.340678519197432	0.484416897717163	-0.456709644474505	0.703077355469887	1.05268199131141
-0.451812432014907	-0.433505405458289	0.67377978926281	-0.13750642063535	0.836493774012471	1.19919242624248
-0.568563689863131	-0.578774320661638	0.112297060837316	-0.748396289710467	-0.00806185761687061	0.373021430805017
-0.0169958574911158	-0.00206048508501316	-0.836121131110999	-1.71044593602839	-0.311320810740015	0.0864603278965529
-0.55405822636187	-0.559910995945386	-1.12774516631218	-1.98061636779435	-1.90549556170544	-1.52593564584213
-0.068411957718227	-0.0533277250004962	-0.467503233469235	-1.34200181893721	0.391676822652587	0.744279813672235
0.326935713448964	0.316758960279072	-0.254485069632886	-1.09897405343373	-0.222362116098796	0.215478705433101
-0.40912876045914	-0.374277901982435	-0.227747327658057	-1.07032024958135	0.470320511611047	0.856333833117105
-0.527717517619092	-0.466438811427952	0.0336561651982944	-0.830733695185846	0.0820015009551918	0.555896977369644
0.535122026433398	0.629170269082466	0.235183074762279	-0.612611954791279	0.244200374395632	0.566378115501763
-0.0453191406689503	-0.0431593068566851	0.232251170916733	-0.546489299462475	0.729694847962177	1.06670679494458
0.499725773420995	0.457430604775768	0.720927995376891	-0.119158200286118	0.214110952532088	0.661088708525122
-0.451970068791898	-0.449044628587225	0.525987921357098	-0.323939073948551	0.7018608656183	1.13757971879796
0.264647219184359	0.268972757640733	0.355931259668276	-0.587576973353999	1.03853280337795	1.37795604507432
-0.303034508291222	-0.276893775854088	-0.796140577552638	-1.60840027168581	-1.56794358425439	-1.20666301150462
-0.291673330592333	-0.289972134974102	0.44002495121428	-0.424549276831195	2.36386214959983	2.80379777744553
-0.285091176415167	-0.237671646882878	0.062269168874078	-0.856677830618191	0.772013994548926	1.10101311628662
-0.198214018172264	-0.173017916423624	0.580205421103031	-0.282191307949172	1.58390318020242	1.93616327479606
-0.34244652555258	-0.269879504682422	0.322440985124529	-0.493265751755747	0.26511714014117	0.610694887361742
0.729977985602958	0.695231352728392	-0.169909649037643	-1.11213506515603	-0.647310217279533	-0.215828463941153
0.284785266685917	0.348411885675166	0.688008845841099	-0.156931954878331	0.976016073129089	1.34414061759817
-0.661680587225063	-0.632372185235216	-1.42375477360749	-2.26205747516968	-1.56390036956645	-1.21149823328592
0.201124147791106	0.263819076184437	0.558840206384622	-0.301242899651372	0.758033310882781	1.15242159013432
0.013837400665299	0.125840641431924	0.213311561145503	-0.663753072904542	0.0926673667920826	0.430637856221193
-0.39848762148234	-0.323518398542062	-0.312619496619683	-1.19271464265314	-0.376970751916359	-0.0729810302487124
0.3242258581482	0.339954606414401	0.430064894135713	-0.419909457005827	1.49572337453216	1.82790417028118
-0.292187589285313	-0.19236052316015	0.470294131075318	-0.453626049804235	-0.0631092807530151	0.395263318410717
0.156326924016335	0.18358245386615	0.238368138920767	-0.626550589851725	0.188925177733037	0.618348280145694
0.0430191417718112	0.0628744968219603	0.879088316025341	-0.0394833487286609	1.07818575669423	1.4419533099711
0.303039698238124	0.302243330450002	-0.148678222762064	-1.05641719778051	-0.286616949317182	0.132466455189884
-0.145741670346217	-0.100240643670144	0.811846647148457	-0.033796453481181	0.777915743761849	1.13355568844568
-0.441518101530804	-0.398048839488866	-0.207757434057049	-1.12969723702159	0.252565765259536	0.560063043669484
-0.00941162634132623	0.0569006281853106	-0.0424286373491464	-0.937557274327892	0.0790538603256414	0.508284927865418
-0.0887236843149687	-0.0570642486106121	-0.229813456011423	-1.12346114201383	0.533949840551158	0.937507007540495
-1.29895526909532	-1.34843236221275	0.262812575755633	-0.607898989989495	-0.214570452314338	0.239454904195304
0.171821912866001	0.183557664255653	0.428288230584812	-0.421781717517766	1.01075680872047	1.3943790291618
-0.988430973594336	-0.941313715719498	0.104753828889002	-0.582698224132077	-1.22155298828719	-0.80196325717521
-0.343681511861507	-0.243353515839324	0.120161083937104	-0.755367201329694	0.814831514439312	1.23562608050018
-0.394177475249494	-0.372761000477667	-0.287595837326631	-1.13612130805693	-0.297781453001543	0.0167664964642684
-0.752405048182103	-0.698329290994091	0.271566822325194	-0.554274074171484	-0.0656465703144032	0.274353088302011
0.271138229979202	0.302225561152336	0.701230557206657	-0.116991767368122	-0.50725995352207	-0.136889010178383
0.306388010702486	0.294531223459906	-0.280331867977882	-1.15003566386772	0.148266835772892	0.574506493938883
-0.525364094094544	-0.485322687131993	0.627008737285065	-0.191950772455169	-0.0912739837524791	0.207862730110143
0.808795999186263	0.815508437074497	1.88560369574382	1.02921076006081	1.01749400529734	1.41598992215079
0.211015429061318	0.260553533266857	0.675461729703693	-0.233602738818524	2.27672505509134	2.63858339086149
-0.922863620404078	-0.95126099378794	-1.83024686188605	-2.71081742695834	-2.62282700247801	-2.28391754810013
-0.197715251396363	-0.196024702271027	-0.577661747982244	-1.4873427241674	-0.0609315998166285	0.39831120480967
-0.582717829947562	-0.587725625313075	-1.20941217950562	-2.0576807592783	-1.96911239129856	-1.59580755405326
-0.816311022041227	-0.784881194017226	-1.32773173118981	-2.13057248508702	-1.48961775509704	-1.17244338918426
-0.937283530858765	-0.905442506705982	0.536726501408156	-0.278790217552955	0.0668476771219069	0.396754335895561
-1.21693363307769	-1.14981446226714	-0.529696272447765	-1.33981113223328	-0.781718116571336	-0.43266817191514
-1.06224327059858	-1.11524476945666	-1.61488906180531	-2.46574135802732	-1.89845492476981	-1.49650968803048
-0.607688077870452	-0.582571636834629	-0.337714895856217	-1.28035229065231	0.494949615788602	0.88437478000427
-0.492203666099178	-0.457664835207539	-0.0457846644226937	-0.917331703268688	0.521856497531398	0.867850023109429
-0.0998597658526307	-0.0641935436349531	-0.172361662824876	-1.00485459257055	-0.910982685946463	-0.626767161429868
-0.24009866974927	-0.182867340230695	-0.452247054995701	-1.26622841149281	-0.90069073996063	-0.509184034402048
0.404214949009398	0.365345155870613	0.603143161922739	-0.295313251353673	0.182329461214071	0.609479022161324
-0.516664187068198	-0.473078124725951	-0.637081825244341	-1.51936033264659	0.349284017957075	0.726848249022419
-0.358174440305542	-0.319935245864374	-0.209584618332926	-1.0935514022903	0.511926441059021	0.868320324068855
-0.425236792704769	-0.393204153824452	-0.090486829011723	-0.984796185740575	-0.429603056080434	-0.0749080213282551
-0.758212360712796	-0.780938026804998	-0.399213144720938	-1.04893844607686	-0.714462296088837	-0.182397986090167
-0.741843126967183	-0.733012144367177	-0.57997798646917	-1.46995181630468	-0.829070820067065	-0.436733287057371
-0.00414843697871918	0.025137581314384	0.125838637857051	-0.730347516612951	0.169558588983945	0.539020929712698
0.150361012427477	0.161226371456448	0.127618074345505	-0.851888076329617	-0.554963618403744	-0.0244215037890384
0.180104249637176	0.177086178257692	-0.0240989316841611	-1.00482768663922	0.445973602487018	0.90622431939781
0.453254452781716	0.503298207629204	0.123018387492314	-0.693226481943123	-0.278189689236677	0.0365722973447214
-0.198190099984915	-0.206522622426596	0.587460744651071	-0.271401920043944	1.40098897351895	1.75556662853658
-0.821036433745879	-0.779133680987228	0.465710436960525	-0.415320430897007	0.8204662760736	1.17575020257807
-0.329846450704554	-0.306219283304331	-0.454026714040752	-1.46449039098201	-1.30335116399192	-0.898876162783503
0.356546906442321	0.285099818785711	0.371061457873715	-0.527198090139153	1.58999805391404	2.07478499800243
0.30122302788865	0.386907384591853	1.04882327653717	0.159551139797686	0.974849743969759	1.37523923388188
-0.0550639601800999	-0.0289719622495211	-0.580562687608343	-1.36044316463369	0.84484011384136	1.21816130668758
0.53594499426492	0.518785188321301	0.338856460257517	-0.571724190432477	-0.00705882875722781	0.420559165957514
-0.855489404201778	-0.855515916693641	0.104161265006051	-0.670920039522641	-0.0509174480728903	0.281005088564383
-1.02463060410431	-0.983147062533405	0.505745820500889	-0.297393231615043	0.255523312268888	0.670041620237482
-0.0101372268044917	-0.0127714854910879	0.124025746131541	-0.781522833981462	0.152718505977487	0.555122705463453
-0.366670926741409	-0.318480047967397	-0.708991941843592	-1.48881081248209	0.442793548073683	0.821274512010138
0.349238710275478	0.363373771496087	-0.598915636870275	-1.57010129408291	-0.378592136982795	0.0103090818075147
-0.0521987523979692	0.0139315126942861	0.844820178268754	-0.0635447671024718	0.546979568113681	0.93451233579468
0.237313157046364	0.221407028093871	0.546283811172398	-0.335641124656599	0.147643921988594	0.558240132687976
-0.251323180066804	-0.218424614340803	-1.18312441843006	-1.9891211949742	-1.38583137512214	-1.0855317357992
-0.683205643545175	-0.617199934849442	-0.935733059320611	-1.7413181622203	-1.03372743027142	-0.680732152847967
0.0720826259321829	0.111117434989666	0.7387362847773	-0.0878047769267336	0.933119807613371	1.28236152274586
-0.348867193622601	-0.33898719903606	-0.623864007258757	-1.54630609392751	-0.706906818339868	-0.28872625695436
0.268883602376374	0.272997846050476	0.833215219677052	-0.0855670678073254	2.43892328417115	2.75765426758349
-0.27663184096209	-0.304806883070161	0.217281109847935	-0.683745317864368	0.222215947496404	0.658146262636876
-1.0495992991524	-1.02715768488902	0.0537902949391323	-0.834038943676876	-0.282104687727178	0.124615635348873
0.334176046926123	0.327710688415115	0.576543584461983	-0.263460028401835	0.137704669759011	0.555521211023463
-0.146465343748267	-0.129423514858081	-0.62131597536248	-1.44401119184223	-0.960964816091285	-0.562573354236951
-0.234371648919769	-0.260789189001564	0.593446906446312	-0.224101766476294	0.468721388382891	0.928005840778571
0.38671947898329	0.346671557742593	0.176577953364101	-0.702410891277034	0.164039320786544	0.602232832269289
-0.475571576442459	-0.482669718527518	-0.23227461938616	-1.08807846733308	-0.298905881072093	0.056223664512296
1.25967751453139	0.963533927978023	0.0607698257991719	-1.34665371773853	-1.98093067409324	-1.7781462259161
-0.985778799151728	-1.00887391692916	-1.74664258149173	-2.60335432740759	-2.48167191763303	-2.12276724618899
-0.437828620838689	-0.415354750496188	-0.11882425607017	-0.907890020617519	0.237326819814959	0.641244239898275
-0.495924502001981	-0.48232444286063	-0.0716403702689158	-0.890095090380233	0.606505827661359	0.99631041901529
-1.16579718094034	-1.1764186719894	-0.60241337804039	-1.41553115346191	-1.04564120158822	-0.639928021628874
-0.19244714861391	-0.191036011680274	0.454075747552243	-0.415057157969584	0.387749357458615	0.837324185675304
0.0152181219372231	0.0973937817684089	0.361743930128106	-0.433359749213683	1.0273538904079	1.49546551310906
0.245390883375211	0.202464112023753	0.441719848290755	-0.427687963081599	-0.462646296206682	0.0370483587547304
-0.104135002050906	-0.0754465832124209	0.371353591705864	-0.496461376961753	0.0701554343578579	0.416282493448846
-1.59110907106035	-1.57384625929232	-0.20047543837618	-1.07706343808544	-1.16087163086472	-0.773952419218684
-0.689664844401713	-0.597555032101685	-0.0941122189881403	-0.939844641210356	0.746977694683825	1.08031710936094
-0.689435669166259	-0.700259471209232	-0.451785376114714	-1.3174326495241	0.0741326678596127	0.437131358977341
-1.02292412458114	-0.948492644086514	0.0308858643280657	-0.792239572153463	-0.0666359510210651	0.274360745561073
-0.276477675705402	-0.226968091503054	0.315226604700806	-0.523360615246937	0.563174351185866	0.905982386383003
-0.357165132805727	-0.287569524504917	-1.12675898086535	-2.07487922897398	-1.64274400366994	-1.23108515040214
-1.05024444413213	-0.981276866261372	0.181843687282605	-0.551956019904024	-1.74705636328365	-1.35625657619281
-0.464538664553885	-0.427834248532461	0.119582830127713	-0.781393054303783	-0.301003101925602	0.0837694992261722
0.0498854394598843	0.0548938750319452	0.0464885576175957	-0.794827796432335	-0.322396426166751	0.0660823440659109
-0.616883573822615	-0.637319977174119	0.145264177923341	-0.84412088802556	-0.883299273095719	-0.446019004195723
-1.33103424780332	-1.36622724615855	-0.578121934685701	-1.45696542239983	-1.36693358826849	-0.845602143822547
-0.343437968527954	-0.326975181235354	0.224364626742757	-0.652786046117715	-0.231542186843593	0.162823542775789
-1.16360898079842	-1.07899196744742	0.153944820877345	-0.563386775070225	-1.59714059685358	-1.20554560159313
-0.127203633524199	-0.144751173641704	-0.594671772255302	-1.43248811280588	-0.350954104291697	0.0986793876129072
0.435678045633443	0.436493098979338	0.652071549048141	-0.265777783911799	-0.140825449775326	0.323931475644935
-0.12760036449262	-0.146011972850671	0.410933281618364	-0.535325897993382	0.648702551511107	1.05931323844661
-0.732316392779471	-0.707521964606292	0.332159570941886	-0.482569856793311	-0.886112690779856	-0.440480791564504
0.225265777141439	0.26349147194247	-0.0345120792159338	-0.860903999323972	0.855585499788743	1.23309931746369
-1.17005332731542	-1.18256714799648	-0.253933347085894	-1.10704608190498	-0.736448441494458	-0.307513322627002
0.215658191352729	0.232379333293839	0.0324287406710473	-0.901920193579997	1.43616719605724	1.84430287836518
-0.46406583505585	-0.471542655867156	0.777401908806926	-0.105809377440707	1.2077108677718	1.60798109926974
-0.813745731863489	-0.727846457846172	0.545069450180736	-0.378882793429989	0.983271669811107	1.38414951749558
-0.438002403577113	-0.349340731131784	0.1919977008767	-0.614434594460639	0.429624230000219	0.711276454305426
0.145215620538057	0.0869544000882432	-0.273545857062352	-1.19397417386662	0.843156535035713	1.32376253471906
-0.987386910493887	-0.97630369043631	0.0705200266354824	-0.734164136375923	-1.15035909095638	-0.725005335164403
-0.576877665302076	-0.456567089430607	-0.308659398237636	-1.11203783818201	1.06620121997239	1.3772034918884
0.852160102219635	0.825852361047719	-0.0965358082188232	-0.977468148174217	-0.407102648800712	0.0861352889094557
0.270208799074213	0.342729572487013	-0.41637058956123	-1.30474216581209	-0.598660851559306	-0.289120635075476
0.0674783708052713	0.237136553599885	0.0320892325731619	-0.793141445631608	0.39665493756379	0.581672386473591
3.09295500380126	2.80032534116512	0.957541970046286	-0.427777177565824	-1.21701723730353	-0.998618442239272
0.412200399216585	0.405392220064252	1.18754914464006	0.224014522943205	1.77347933483839	2.28992396972056
-1.43593463037965	-1.27821511335167	-1.46220645469289	-2.23572811569566	-2.07220651390625	-1.84958859188805
-0.757815442091702	-0.465669916955969	-0.0414494755815437	-0.898213181798301	-0.572693705860603	-0.505597751561333
0.93777039769173	0.927154883336709	1.18244951238606	0.202248461334284	2.30381442275081	2.64950816666202
-0.227531219249261	-0.204133190795233	0.823392511348464	-0.0749770819273647	0.757976249757643	1.23361544340192
0.147755475715894	0.142386777513596	1.00969742916515	0.182852574322454	0.605394105309666	1.02115614071007
0.170152513373763	0.310770753735128	0.897423421635677	0.158940248508678	2.71684582621926	2.97596846912425
-0.41396561525732	-0.311024526706586	-0.801817827808652	-1.63843352610628	-0.355324950855089	-0.00693611447379178
0.0450037288661963	0.184632891006644	-0.441823220776289	-1.23744168769863	-0.308727886545161	0.0363813367100223
0.372076938597397	0.350948885986044	0.170932320760371	-0.678104321910231	1.70940669255786	2.24242600426343
-0.55194575851926	-0.403426107862929	-0.90883912898199	-1.74484958621115	-1.83173203179755	-1.54760190200085
-0.416097552732986	-0.270020060234879	-0.533741623733095	-1.30755671310924	-0.984276393160905	-0.673339530544216
-0.354315141992014	-0.341373301961134	0.224973189066449	-0.618253040152183	1.87254932242106	2.25877115362248
-0.258481542780949	-0.231135741031427	-0.243713127967029	-1.06269490906583	0.192722943413615	0.539621953031499
-1.16510673912666	-0.911782160335746	-0.441311039282131	-1.186364493659	-0.698182522982143	-0.587670416435098
-0.116441699095035	-0.019869447704953	0.924040909682208	0.0821377740186539	1.09558751164862	1.38898474088136
-0.371995994225827	-0.301955581299591	0.0701862662731803	-0.841758314569903	0.0177342048744237	0.360931937688982
-0.382989697413902	-0.402789283646106	0.259377348387037	-0.558240235496515	0.145696587444885	0.5600507117149
0.0281442842820769	-0.158692561315856	0.0110721197322909	-0.251855792656842	-1.13380485017888	-0.511919013588647
0.413681276679585	0.210033370811706	-0.00866480580198226	-0.202204357247643	-1.94233527479141	-1.35674605851341
-0.898711180842009	-1.0121293295626	0.73557133977216	0.529597336346677	-0.835481945820152	-0.30278613228388
0.0520174216473687	-0.200974306732727	1.43028537730648	1.22230847425064	-0.617094051423866	0.0111827539658502
-0.782576136696396	-1.01769619886587	0.80653864554912	0.750635984066587	-1.40594588557963	-0.806271887640951
-0.611040447597032	-0.833413942194595	-0.034285161349561	-0.139187658801017	-2.52648608090674	-1.98446053906303
-0.529871599091009	-0.712540512471043	1.46355243296245	1.24198899062711	-0.459283393399304	0.180825959417762
0.228032229382828	0.0406664014700263	1.41835083353639	1.18190301782942	-0.108843180001914	0.489579519556369
-0.0169836148352797	-0.21928207104815	1.0131034312033	0.775830194387028	-1.70960820659509	-1.2133515756604
0.0814608442549309	-0.140075885858102	1.50325790860263	1.27210543397902	-1.04682759656773	-0.419150528619216
-0.169458929952637	-0.363244909353806	1.37259613631304	1.26077644750464	-0.848915462269432	-0.393631829421219
-1.01397238319716	-1.24325020195989	1.98124378140106	1.77694971034582	-0.464720369651545	0.121314850673392
-0.38136248698471	-0.560351455764402	0.974177154758684	0.841755125748879	-0.986901140116597	-0.504374147539487
-0.0292899692437829	-0.212504777269012	0.96969725050234	0.769384532190445	0.635986122437414	1.30213650212915
0.0653320766925558	-0.033748669388316	1.57221795515728	1.40918834007375	-1.65197659007573	-1.21621410174963
0.160850082373093	-0.0788779686851272	0.527862602826097	0.304837247607648	-1.3626037691089	-0.736932940368545
0.210536580253994	0.0465176066443602	1.41839047954594	1.26225232932272	-1.02421040550428	-0.479498538224108
-0.494263030552783	-0.720611579185635	1.75074583420712	1.48796257627298	1.67631971752042	2.31543755940665
0.0520757188777057	-0.189797778880881	-0.118514492253737	-0.279472664595399	-0.91628132435172	-0.267215463811909
-0.788086239296865	-0.9174939549216	1.50773948676188	1.29915144132336	-0.0178046963975976	0.589595677211607
-0.352217521727019	-0.52903621185023	1.21433398009985	1.01645633253768	-0.696080515847592	-0.120876073689667
-0.664024404453841	-0.860324995272638	1.16846779143079	1.07432668684111	-2.46156177626751	-1.83706337735496
0.209188770829817	0.016976987572153	1.00898240579356	0.718527739623818	-0.520910300700519	0.162944322657982
-0.723623259809078	-0.869798416102593	0.394571894938661	0.217217394717356	-1.50925609941258	-0.95402787769598
-1.07166345151798	-1.31362638477902	0.763910936148952	0.640350860425809	-1.63805963483782	-1.10840391281162
-0.170262452717208	-0.420699506823893	0.602566006373644	0.429787892340586	-1.67459685409939	-1.07004824361644
0.241301807377366	0.025943320489257	1.3478262448948	1.1272043093961	-1.15265879486873	-0.567870937327385
-1.00460192219067	-1.18633469082721	1.48037393696712	1.33090408611231	-1.80604052738938	-1.34408923372659
-0.822860006346998	-1.03053945175454	1.2259339927803	1.14249606566981	-0.438148225367091	0.143106262669627
-0.496848825409765	-0.711994729204652	1.05298764948659	0.8463545381465	0.156376124161904	0.83919690007972
